ID;ID_EQUIPO;COSTO;FECHA_INGRESO;FECHA_INICIO_OP;PRECIO_DEPRECIACION;AÑOS_USO;VIDA_UTIL;OBSOLESCENCIA_PCT;NIVEL_OBSOLESCENCIA;MTO_CORRECTIVO
BIO_560;175;434000;17/01/2022;27/02/2022;118000;3.8;5;57.5;Envejeciendo;0
BIO_561;173;293000;24/02/2014;13/04/2014;15000;11.7;5;100.0;Obsoleto;4
BIO_562;173;517000;17/02/2021;05/04/2021;58000;4.7;5;82.5;Proximo a obsoleto;2
BIO_563;173;465000;31/08/2021;16/10/2021;97000;4.2;5;81.2;Proximo a obsoleto;3
BIO_564;173;368000;11/04/2019;06/06/2019;18000;6.5;5;100.0;Obsoleto;4
BIO_565;173;338000;01/09/2015;05/10/2015;17000;10.2;5;75.0;Proximo a obsoleto;0
BIO_566;174;410000;16/05/2021;10/07/2021;66000;4.4;5;78.7;Proximo a obsoleto;2
BIO_567;173;340000;15/03/2021;08/05/2021;44000;4.6;5;75.0;Proximo a obsoleto;1
BIO_568;173;458000;02/06/2024;14/07/2024;334000;1.4;5;46.3;En uso normal;4
BIO_569;173;231000;07/01/2014;07/02/2014;12000;11.8;5;81.2;Proximo a obsoleto;1
BIO_570;173;464000;17/08/2023;02/10/2023;273000;2.2;5;51.2;Envejeciendo;3
BIO_571;194;540000;25/07/2024;28/08/2024;404000;1.3;5;32.5;En uso normal;2
BIO_572;173;471000;23/02/2020;29/03/2020;24000;5.8;5;93.7;Proximo a obsoleto;3
BIO_573;173;393000;18/09/2019;05/11/2019;20000;6.1;5;87.5;Proximo a obsoleto;2
BIO_574;173;498000;07/06/2024;24/07/2024;364000;1.4;5;40.0;En uso normal;3
BIO_575;173;412000;22/09/2019;06/11/2019;21000;6.1;5;75.0;Proximo a obsoleto;0
BIO_576;173;314000;06/06/2020;27/07/2020;16000;5.4;5;75.0;Proximo a obsoleto;0
BIO_577;192;413000;26/11/2019;20/01/2020;21000;5.9;5;75.0;Proximo a obsoleto;0
BIO_578;163;609000;24/08/2023;01/10/2023;358000;2.2;5;57.5;Envejeciendo;4
BIO_579;163;360000;08/02/2018;02/04/2018;18000;7.7;5;75.0;Proximo a obsoleto;0
BIO_580;163;630000;11/10/2023;15/11/2023;381000;2.1;5;56.2;Envejeciendo;4
BIO_581;196;468000;12/07/2021;15/08/2021;83000;4.3;5;71.2;Envejeciendo;1
BIO_582;189;323000;20/06/2015;26/07/2015;16000;10.4;5;75.0;Proximo a obsoleto;0
BIO_583;189;480000;14/01/2020;26/02/2020;24000;5.8;5;81.2;Proximo a obsoleto;1
BIO_584;196;440000;29/07/2017;10/09/2017;22000;8.2;5;100.0;Obsoleto;4
BIO_585;196;518000;31/07/2023;26/09/2023;297000;2.2;5;33.7;En uso normal;0
BIO_586;189;584000;20/08/2024;25/09/2024;445000;1.2;5;43.8;En uso normal;4
BIO_587;189;513000;24/09/2023;09/11/2023;310000;2.1;5;50.0;Envejeciendo;3
BIO_588;189;327000;19/11/2016;02/01/2017;16000;8.9;5;100.0;Obsoleto;4
BIO_589;190;488000;12/12/2020;01/02/2021;40000;4.8;5;85.0;Proximo a obsoleto;2
BIO_590;165;362000;11/11/2023;17/12/2023;224000;2.0;5;36.3;En uso normal;1
BIO_591;189;428000;12/09/2019;19/10/2019;21000;6.2;5;87.5;Proximo a obsoleto;2
BIO_592;196;341000;26/08/2017;17/10/2017;17000;8.2;5;93.8;Proximo a obsoleto;3
BIO_593;173;504000;06/10/2023;16/11/2023;305000;2.1;5;56.2;Envejeciendo;4
BIO_594;167;393000;16/06/2019;19/07/2019;20000;6.4;5;100.0;Obsoleto;4
BIO_595;165;389000;08/07/2021;04/09/2021;75000;4.2;5;82.5;Proximo a obsoleto;3
BIO_596;159;303000;14/04/2016;23/05/2016;15000;9.6;5;75.0;Proximo a obsoleto;0
BIO_597;165;228000;10/10/2014;20/11/2014;11000;11.1;5;93.8;Proximo a obsoleto;3
BIO_599;196;385000;31/01/2019;31/03/2019;19000;6.8;5;100.0;Obsoleto;4
BIO_600;167;332000;30/01/2016;03/03/2016;17000;9.8;5;100.0;Obsoleto;4
BIO_601;189;432000;15/05/2018;21/06/2018;22000;7.5;5;75.0;Proximo a obsoleto;0
BIO_602;159;326000;23/01/2018;14/03/2018;16000;7.8;5;81.2;Proximo a obsoleto;1
BIO_603;191;366000;01/04/2015;14/05/2015;18000;10.6;5;87.5;Proximo a obsoleto;2
BIO_604;167;342000;04/04/2015;25/05/2015;17000;10.6;5;81.2;Proximo a obsoleto;1
BIO_605;187;372000;17/07/2016;29/08/2016;19000;9.3;5;93.7;Proximo a obsoleto;3
BIO_606;187;450000;22/06/2017;15/08/2017;22000;8.3;5;87.5;Proximo a obsoleto;2
BIO_607;177;413000;28/05/2019;17/07/2019;21000;6.4;5;75.0;Proximo a obsoleto;0
BIO_608;177;370000;18/03/2018;04/05/2018;18000;7.6;5;75.0;Proximo a obsoleto;0
BIO_609;178;439000;17/05/2022;14/07/2022;154000;3.4;5;57.5;Envejeciendo;1
BIO_610;180;579000;27/11/2021;21/01/2022;148000;3.9;5;77.5;Proximo a obsoleto;3
BIO_611;171;406000;30/06/2019;27/08/2019;20000;6.3;5;75.0;Proximo a obsoleto;0
BIO_612;171;378000;11/09/2019;29/10/2019;19000;6.2;5;100.0;Obsoleto;4
BIO_613;171;415000;07/07/2020;15/08/2020;21000;5.3;5;93.7;Proximo a obsoleto;3
BIO_614;167;452000;05/10/2024;19/11/2024;359000;1.1;5;22.5;Vigente;1
BIO_615;168;598000;02/07/2023;09/08/2023;333000;2.3;5;41.2;En uso normal;1
BIO_616;168;409000;01/06/2020;06/07/2020;20000;5.4;5;93.8;Proximo a obsoleto;3
BIO_617;168;342000;06/03/2017;05/04/2017;17000;8.7;5;87.5;Proximo a obsoleto;2
BIO_618;155;363000;02/05/2017;06/06/2017;18000;8.5;5;100.0;Obsoleto;4
BIO_619;156;475000;05/08/2022;20/09/2022;182000;3.2;5;61.2;Envejeciendo;2
BIO_620;159;437000;28/12/2021;17/02/2022;119000;3.8;5;57.5;Envejeciendo;0
BIO_621;194;312000;26/02/2016;11/04/2016;16000;9.7;5;87.5;Proximo a obsoleto;2
BIO_622;194;297000;25/02/2013;04/04/2013;15000;12.7;5;93.7;Proximo a obsoleto;3
BIO_623;194;605000;08/01/2023;03/03/2023;289000;2.8;5;53.7;Envejeciendo;2
BIO_624;194;457000;10/10/2019;27/11/2019;23000;6.1;5;100.0;Obsoleto;4
BIO_625;194;441000;13/11/2018;02/01/2019;22000;6.9;5;87.5;Proximo a obsoleto;2
BIO_626;187;302000;24/05/2014;14/07/2014;15000;11.4;5;75.0;Proximo a obsoleto;0
BIO_627;185;383000;19/11/2019;24/12/2019;19000;6.0;5;93.8;Proximo a obsoleto;3
BIO_628;171;376000;23/12/2019;13/02/2020;19000;5.8;5;75.0;Proximo a obsoleto;0
BIO_629;171;430000;30/03/2021;18/05/2021;56000;4.6;5;75.0;Proximo a obsoleto;1
BIO_630;185;374000;31/12/2015;14/02/2016;19000;9.8;5;81.2;Proximo a obsoleto;1
BIO_631;185;397000;19/05/2021;01/07/2021;64000;4.4;5;91.2;Proximo a obsoleto;4
BIO_632;185;437000;25/11/2017;18/01/2018;22000;7.9;5;81.2;Proximo a obsoleto;1
BIO_633;185;313000;02/11/2014;18/12/2014;16000;11.0;5;93.7;Proximo a obsoleto;3
BIO_634;185;458000;11/02/2021;15/03/2021;45000;4.8;5;96.2;Proximo a obsoleto;4
BIO_635;186;286000;21/05/2014;16/07/2014;14000;11.4;5;100.0;Obsoleto;4
BIO_636;171;283000;15/07/2017;01/09/2017;14000;8.2;5;100.0;Obsoleto;4
BIO_637;186;387000;09/09/2016;19/10/2016;19000;9.2;5;100.0;Obsoleto;4
BIO_638;194;321000;11/08/2015;01/10/2015;16000;10.2;5;81.2;Proximo a obsoleto;1
BIO_639;187;468000;19/12/2023;20/01/2024;297000;1.9;5;53.8;Envejeciendo;4
BIO_640;195;262000;01/04/2014;15/05/2014;13000;11.6;5;81.2;Proximo a obsoleto;1
BIO_641;182;516000;27/04/2022;10/06/2022;173000;3.5;5;77.5;Proximo a obsoleto;4
BIO_642;185;627000;16/05/2023;06/07/2023;339000;2.4;5;48.8;En uso normal;2
BIO_643;179;490000;18/11/2021;26/12/2021;118000;4.0;5;60.0;Envejeciendo;0
BIO_644;185;270000;22/08/2014;22/09/2014;14000;11.2;5;93.7;Proximo a obsoleto;3
BIO_645;185;310000;07/06/2014;24/07/2014;16000;11.4;5;75.0;Proximo a obsoleto;0
BIO_646;194;495000;04/08/2023;04/09/2023;283000;2.2;5;46.3;En uso normal;2
BIO_647;185;276000;14/01/2017;09/03/2017;14000;8.8;5;81.2;Proximo a obsoleto;1
BIO_648;171;425000;26/05/2021;23/07/2021;68000;4.4;5;85.0;Proximo a obsoleto;3
BIO_649;162;492000;20/06/2021;01/08/2021;87000;4.3;5;65.0;Envejeciendo;0
BIO_650;193;341000;26/12/2015;14/02/2016;17000;9.8;5;87.5;Proximo a obsoleto;2
BIO_651;189;449000;02/01/2017;18/02/2017;22000;8.8;5;93.8;Proximo a obsoleto;3
BIO_652;189;375000;10/11/2015;02/01/2016;19000;9.9;5;81.2;Proximo a obsoleto;1
BIO_653;196;276000;06/07/2013;14/08/2013;14000;12.3;5;93.7;Proximo a obsoleto;3
BIO_654;196;427000;07/07/2022;23/08/2022;157000;3.3;5;68.7;Envejeciendo;3
BIO_655;173;452000;21/07/2018;03/09/2018;23000;7.2;5;87.5;Proximo a obsoleto;2
BIO_656;196;405000;09/03/2019;14/04/2019;20000;6.7;5;75.0;Proximo a obsoleto;0
BIO_657;196;481000;28/05/2022;16/07/2022;168000;3.4;5;51.3;Envejeciendo;0
BIO_658;189;378000;16/08/2017;17/09/2017;19000;8.2;5;75.0;Proximo a obsoleto;0
BIO_659;196;290000;03/10/2013;16/11/2013;14000;12.1;5;100.0;Obsoleto;4
BIO_660;183;416000;28/06/2018;20/08/2018;21000;7.3;5;75.0;Proximo a obsoleto;0
BIO_661;176;503000;05/11/2022;12/12/2022;216000;3.0;5;70.0;Envejeciendo;4
BIO_662;165;221000;08/04/2014;12/05/2014;11000;11.6;5;100.0;Obsoleto;4
BIO_663;196;379000;03/04/2018;29/05/2018;19000;7.6;5;100.0;Obsoleto;4
BIO_664;196;404000;11/03/2020;17/04/2020;20000;5.7;5;87.5;Proximo a obsoleto;2
BIO_665;196;501000;10/09/2024;17/10/2024;390000;1.2;5;36.2;En uso normal;3
BIO_666;160;385000;05/03/2019;05/04/2019;19000;6.7;5;100.0;Obsoleto;4
BIO_667;189;348000;05/12/2016;24/01/2017;17000;8.9;5;93.8;Proximo a obsoleto;3
BIO_668;196;621000;13/02/2024;15/03/2024;415000;1.8;5;38.7;En uso normal;2
BIO_669;192;396000;06/10/2024;15/11/2024;315000;1.1;5;35.0;En uso normal;3
BIO_670;192;375000;07/05/2016;15/06/2016;19000;9.5;5;93.7;Proximo a obsoleto;3
BIO_671;187;604000;16/08/2023;22/09/2023;346000;2.2;5;40.0;En uso normal;1
BIO_672;171;253000;28/03/2016;22/05/2016;13000;9.6;5;93.7;Proximo a obsoleto;3
BIO_673;196;464000;04/04/2022;03/06/2022;155000;3.5;5;71.3;Envejeciendo;3
BIO_674;181;577000;20/11/2024;24/12/2024;467000;1.0;5;33.8;En uso normal;3
BIO_675;171;308000;20/09/2018;26/10/2018;15000;7.2;5;87.5;Proximo a obsoleto;2
BIO_676;189;495000;02/02/2023;31/03/2023;236000;2.8;5;53.8;Envejeciendo;2
BIO_677;171;301000;10/04/2017;11/05/2017;15000;8.6;5;87.5;Proximo a obsoleto;2
BIO_678;189;352000;20/11/2013;16/01/2014;18000;11.9;5;75.0;Proximo a obsoleto;0
BIO_679;157;370000;13/11/2017;28/12/2017;18000;8.0;5;81.2;Proximo a obsoleto;1
BIO_680;189;480000;20/10/2019;19/12/2019;24000;6.0;5;75.0;Proximo a obsoleto;0
BIO_681;196;385000;06/04/2017;05/06/2017;19000;8.5;5;75.0;Proximo a obsoleto;0
BIO_682;189;356000;11/06/2018;02/08/2018;18000;7.3;5;100.0;Obsoleto;4
BIO_683;173;405000;24/11/2021;22/01/2022;103000;3.9;5;65.0;Envejeciendo;1
BIO_684;171;423000;19/03/2020;12/05/2020;21000;5.6;5;87.5;Proximo a obsoleto;2
BIO_685;171;422000;17/06/2023;03/08/2023;235000;2.3;5;47.5;En uso normal;2
BIO_686;177;453000;13/11/2018;24/12/2018;23000;7.0;5;100.0;Obsoleto;4
BIO_687;177;552000;15/06/2023;18/07/2023;298000;2.4;5;55.0;Envejeciendo;3
BIO_688;187;364000;23/07/2017;02/09/2017;18000;8.2;5;87.5;Proximo a obsoleto;2
BIO_689;177;358000;10/01/2014;27/02/2014;18000;11.8;5;81.2;Proximo a obsoleto;1
BIO_690;192;297000;13/05/2013;20/06/2013;15000;12.5;5;100.0;Obsoleto;4
BIO_691;192;463000;14/05/2022;22/06/2022;155000;3.5;5;58.8;Envejeciendo;1
BIO_692;192;477000;26/05/2020;02/07/2020;24000;5.4;5;93.7;Proximo a obsoleto;3
BIO_693;192;339000;07/07/2018;21/08/2018;17000;7.3;5;100.0;Obsoleto;4
BIO_694;192;404000;10/10/2018;03/12/2018;20000;7.0;5;93.8;Proximo a obsoleto;3
BIO_695;192;539000;04/05/2023;08/06/2023;283000;2.5;5;50.0;Envejeciendo;2
BIO_696;172;310000;21/02/2016;14/04/2016;16000;9.7;5;100.0;Obsoleto;4
BIO_697;183;412000;16/02/2017;16/04/2017;21000;8.7;5;100.0;Obsoleto;4
BIO_698;171;446000;02/10/2024;02/11/2024;354000;1.1;5;16.3;Vigente;0
BIO_699;195;310000;22/02/2013;06/04/2013;16000;12.7;5;81.2;Proximo a obsoleto;1
BIO_700;164;230000;11/07/2014;01/09/2014;12000;11.2;5;81.2;Proximo a obsoleto;1
BIO_701;184;359000;27/11/2017;12/01/2018;18000;7.9;5;93.7;Proximo a obsoleto;3
BIO_702;158;314000;11/05/2014;29/06/2014;16000;11.5;5;100.0;Obsoleto;4
BIO_703;184;499000;11/12/2023;10/01/2024;317000;1.9;5;28.8;En uso normal;0
BIO_704;184;435000;24/03/2022;23/04/2022;132000;3.7;5;55.0;Envejeciendo;0
BIO_705;172;321000;01/03/2019;17/04/2019;16000;6.7;5;87.5;Proximo a obsoleto;2
BIO_706;172;540000;07/04/2024;02/06/2024;386000;1.5;5;41.3;En uso normal;3
BIO_707;172;263000;27/05/2015;25/07/2015;13000;10.4;5;75.0;Proximo a obsoleto;0
BIO_708;172;376000;04/05/2016;10/06/2016;19000;9.5;5;81.2;Proximo a obsoleto;1
BIO_709;184;451000;22/10/2024;29/11/2024;358000;1.1;5;28.8;En uso normal;2
BIO_710;192;530000;26/11/2021;28/12/2021;127000;4.0;5;72.5;Envejeciendo;2
BIO_711;172;491000;19/04/2023;06/06/2023;258000;2.5;5;43.7;En uso normal;1
BIO_712;171;377000;24/09/2019;14/11/2019;19000;6.1;5;75.0;Proximo a obsoleto;0
BIO_713;187;318000;05/02/2015;19/03/2015;16000;10.8;5;93.7;Proximo a obsoleto;3
BIO_714;169;500000;05/09/2023;06/10/2023;294000;2.2;5;32.5;En uso normal;0
BIO_715;198;394000;04/11/2016;06/12/2016;57000;9.0;10;86.3;Proximo a obsoleto;3
BIO_716;198;543000;06/06/2020;24/07/2020;263000;5.4;10;40.6;En uso normal;0
BIO_717;197;334000;15/12/2013;21/01/2014;17000;11.9;10;81.2;Proximo a obsoleto;1
BIO_718;209;167000;30/01/2019;02/03/2019;8000;6.8;5;75.0;Proximo a obsoleto;0
BIO_719;215;110000;27/09/2013;01/11/2013;6000;12.1;5;87.4;Proximo a obsoleto;2
BIO_720;215;145000;25/08/2017;12/10/2017;7000;8.2;5;81.2;Proximo a obsoleto;1
BIO_721;215;127000;23/09/2014;01/11/2014;6000;11.1;5;81.2;Proximo a obsoleto;1
BIO_722;215;146000;23/09/2021;13/11/2021;33000;4.1;5;86.2;Proximo a obsoleto;4
BIO_723;200;119000;11/08/2021;04/10/2021;25000;4.2;5;68.7;Envejeciendo;1
BIO_724;215;239000;26/03/2024;18/05/2024;167000;1.6;5;36.3;En uso normal;2
BIO_725;215;132000;12/03/2015;24/04/2015;7000;10.7;5;81.2;Proximo a obsoleto;1
BIO_726;215;170000;22/08/2020;10/10/2020;8000;5.2;5;100.0;Obsoleto;4
BIO_727;215;174000;27/04/2020;27/05/2020;9000;5.6;5;87.5;Proximo a obsoleto;2
BIO_728;222;239000;03/01/2024;09/02/2024;156000;1.8;5;40.0;En uso normal;2
BIO_729;204;116000;08/09/2022;13/10/2022;46000;3.2;5;72.5;Envejeciendo;4
BIO_730;200;86000;04/12/2014;27/01/2015;4000;10.9;5;100.0;Obsoleto;4
BIO_731;200;122000;12/07/2018;02/09/2018;6000;7.2;5;75.0;Proximo a obsoleto;0
BIO_732;200;112000;05/01/2019;08/02/2019;6000;6.8;5;93.7;Proximo a obsoleto;3
BIO_733;211;193000;27/09/2021;06/11/2021;43000;4.1;5;73.8;Envejeciendo;2
BIO_734;203;65000;20/01/2015;19/02/2015;3000;10.8;5;87.5;Proximo a obsoleto;2
BIO_735;199;160000;27/01/2021;22/03/2021;16000;4.8;5;83.7;Proximo a obsoleto;2
BIO_736;200;106000;22/12/2015;23/01/2016;5000;9.9;5;81.2;Proximo a obsoleto;1
BIO_737;200;165000;25/01/2023;13/03/2023;79000;2.8;5;66.2;Envejeciendo;4
BIO_738;200;169000;25/02/2022;30/03/2022;49000;3.8;5;56.2;Envejeciendo;0
BIO_739;204;133000;09/12/2020;25/01/2021;9000;4.9;5;73.7;Envejeciendo;0
BIO_740;200;160000;22/08/2021;21/09/2021;31000;4.2;5;76.2;Proximo a obsoleto;2
BIO_741;200;111000;12/09/2021;05/11/2021;25000;4.1;5;61.2;Envejeciendo;0
BIO_742;207;169000;08/09/2024;13/10/2024;131000;1.2;5;36.3;En uso normal;3
BIO_743;207;116000;12/02/2016;21/03/2016;6000;9.8;5;87.5;Proximo a obsoleto;2
BIO_744;222;230000;23/01/2024;26/02/2024;150000;1.8;5;27.5;En uso normal;0
BIO_745;222;217000;01/10/2022;08/11/2022;90000;3.1;5;65.0;Envejeciendo;3
BIO_746;222;198000;11/11/2023;05/01/2024;126000;1.9;5;28.7;En uso normal;0
BIO_747;210;158000;24/08/2018;23/10/2018;8000;7.2;5;81.2;Proximo a obsoleto;1
BIO_748;216;133000;21/05/2017;04/07/2017;7000;8.4;5;75.0;Proximo a obsoleto;0
BIO_749;222;159000;01/11/2019;01/12/2019;8000;6.0;5;93.7;Proximo a obsoleto;3
BIO_750;205;139000;10/07/2021;03/09/2021;27000;4.2;5;76.2;Proximo a obsoleto;2
BIO_751;218;154000;05/07/2020;17/08/2020;8000;5.3;5;100.0;Obsoleto;4
BIO_752;204;87000;28/09/2019;07/11/2019;4000;6.1;5;100.0;Obsoleto;4
BIO_753;212;183000;30/09/2023;09/11/2023;111000;2.1;5;37.5;En uso normal;1
BIO_754;204;124000;28/02/2020;07/04/2020;6000;5.7;5;93.8;Proximo a obsoleto;3
BIO_755;219;140000;23/04/2020;04/06/2020;7000;5.5;5;87.5;Proximo a obsoleto;2
BIO_756;206;220000;10/03/2021;12/04/2021;25000;4.7;5;95.0;Proximo a obsoleto;4
BIO_757;204;98000;13/01/2017;05/03/2017;5000;8.8;5;100.0;Obsoleto;4
BIO_758;221;221000;10/05/2023;09/07/2023;119000;2.4;5;42.5;En uso normal;1
BIO_759;221;154000;15/07/2019;09/09/2019;8000;6.2;5;75.0;Proximo a obsoleto;0
BIO_760;221;249000;14/03/2024;17/04/2024;170000;1.7;5;37.5;En uso normal;2
BIO_761;221;150000;01/09/2018;22/10/2018;8000;7.2;5;81.2;Proximo a obsoleto;1
BIO_762;221;195000;16/06/2021;18/07/2021;31000;4.4;5;85.0;Proximo a obsoleto;3
BIO_763;221;252000;28/12/2021;13/02/2022;69000;3.8;5;82.5;Proximo a obsoleto;4
BIO_764;221;119000;29/10/2013;23/12/2013;6000;12.0;5;87.5;Proximo a obsoleto;2
BIO_765;221;154000;15/06/2015;08/08/2015;8000;10.3;5;81.2;Proximo a obsoleto;1
BIO_766;221;132000;24/09/2016;13/11/2016;7000;9.1;5;100.0;Obsoleto;4
BIO_767;220;192000;18/12/2021;16/02/2022;52000;3.8;5;70.0;Envejeciendo;2
BIO_768;218;157000;18/05/2015;17/06/2015;8000;10.5;5;75.0;Proximo a obsoleto;0
BIO_769;210;135000;24/12/2017;08/02/2018;7000;7.8;5;100.0;Obsoleto;4
BIO_770;214;238000;31/12/2022;10/02/2023;110000;2.8;5;61.2;Envejeciendo;3
BIO_771;210;238000;23/03/2024;26/04/2024;162000;1.7;5;37.5;En uso normal;2
BIO_772;210;193000;30/10/2023;02/12/2023;120000;2.0;5;42.5;En uso normal;2
BIO_773;210;132000;05/12/2014;07/01/2015;7000;10.9;5;81.2;Proximo a obsoleto;1
BIO_774;204;116000;31/12/2019;09/02/2020;6000;5.8;5;93.7;Proximo a obsoleto;3
BIO_775;218;236000;08/09/2024;23/10/2024;184000;1.2;5;30.0;En uso normal;2
BIO_776;210;105000;11/03/2015;24/04/2015;5000;10.7;5;93.8;Proximo a obsoleto;3
BIO_777;210;112000;05/07/2014;13/08/2014;6000;11.3;5;74.9;Envejeciendo;0
BIO_778;210;112000;05/07/2013;31/08/2013;6000;12.3;5;87.4;Proximo a obsoleto;2
BIO_779;222;143000;08/09/2016;06/11/2016;7000;9.1;5;81.2;Proximo a obsoleto;1
BIO_780;222;155000;04/08/2016;13/09/2016;8000;9.2;5;100.0;Obsoleto;4
BIO_781;204;134000;14/05/2023;20/06/2023;70000;2.5;5;56.3;Envejeciendo;3
BIO_782;204;78000;07/03/2017;26/04/2017;4000;8.7;5;93.7;Proximo a obsoleto;3
BIO_783;210;121000;28/08/2013;20/10/2013;6000;12.2;5;100.0;Obsoleto;4
BIO_784;210;222000;31/01/2023;20/03/2023;106000;2.8;5;60.0;Envejeciendo;3
BIO_785;215;123000;06/02/2013;30/03/2013;6000;12.8;5;81.2;Proximo a obsoleto;1
BIO_786;215;185000;31/03/2019;24/05/2019;9000;6.6;5;75.0;Proximo a obsoleto;0
BIO_787;215;160000;12/03/2017;22/04/2017;8000;8.7;5;87.5;Proximo a obsoleto;2
BIO_788;209;218000;07/04/2023;10/05/2023;111000;2.6;5;51.2;Envejeciendo;2
BIO_789;201;138000;02/11/2024;01/01/2025;114000;0.9;5;26.2;En uso normal;2
BIO_790;222;154000;21/10/2021;08/12/2021;37000;4.0;5;60.0;Envejeciendo;0
BIO_791;202;116000;23/11/2020;19/01/2021;8000;4.9;5;92.5;Proximo a obsoleto;3
BIO_792;204;107000;03/09/2019;01/11/2019;5000;6.1;5;100.0;Obsoleto;4
BIO_793;213;142000;03/01/2016;12/02/2016;7000;9.8;5;75.0;Proximo a obsoleto;0
BIO_794;213;139000;07/11/2019;10/12/2019;7000;6.0;5;81.2;Proximo a obsoleto;1
BIO_795;222;125000;04/03/2016;19/04/2016;6000;9.7;5;93.8;Proximo a obsoleto;3
BIO_796;208;141000;04/02/2016;23/03/2016;7000;9.8;5;93.8;Proximo a obsoleto;3
BIO_797;222;152000;02/03/2017;16/04/2017;8000;8.7;5;100.0;Obsoleto;4
BIO_798;213;149000;28/09/2016;12/11/2016;7000;9.1;5;87.5;Proximo a obsoleto;2
BIO_799;204;93000;13/03/2017;22/04/2017;5000;8.7;5;93.7;Proximo a obsoleto;3
BIO_800;222;193000;20/01/2021;21/03/2021;19000;4.8;5;71.2;Envejeciendo;0
BIO_801;210;153000;24/01/2016;29/02/2016;8000;9.8;5;93.7;Proximo a obsoleto;3
BIO_802;209;206000;07/02/2024;21/03/2024;138000;1.8;5;45.0;En uso normal;3
BIO_803;209;198000;16/12/2022;30/01/2023;88000;2.9;5;50.0;Envejeciendo;1
BIO_804;209;109000;10/09/2013;04/11/2013;5000;12.1;5;81.2;Proximo a obsoleto;1
BIO_805;220;114000;25/09/2013;02/11/2013;6000;12.1;5;81.2;Proximo a obsoleto;1
BIO_806;209;132000;09/10/2016;02/12/2016;7000;9.0;5;93.7;Proximo a obsoleto;3
BIO_807;209;225000;16/06/2024;19/07/2024;164000;1.4;5;46.3;En uso normal;4
BIO_808;209;154000;04/01/2019;27/02/2019;8000;6.8;5;100.0;Obsoleto;4
BIO_809;210;133000;07/12/2013;30/01/2014;7000;11.9;5;93.7;Proximo a obsoleto;3
BIO_810;202;111000;15/07/2022;17/08/2022;41000;3.3;5;56.2;Envejeciendo;1
BIO_811;202;72000;22/09/2013;05/11/2013;4000;12.1;5;87.4;Proximo a obsoleto;2
BIO_812;212;116000;14/12/2014;27/01/2015;6000;10.9;5;75.0;Proximo a obsoleto;0
BIO_813;217;171000;16/09/2017;10/11/2017;9000;8.1;5;100.0;Obsoleto;4
BIO_814;217;200000;09/08/2022;13/09/2022;76000;3.2;5;73.8;Envejeciendo;4
BIO_815;217;164000;20/08/2017;15/10/2017;8000;8.2;5;81.2;Proximo a obsoleto;1
BIO_816;217;143000;13/11/2020;30/12/2020;7000;5.0;5;87.5;Proximo a obsoleto;2
BIO_817;217;179000;05/04/2020;27/05/2020;9000;5.6;5;87.5;Proximo a obsoleto;2
BIO_818;217;171000;31/12/2018;01/03/2019;9000;6.8;5;100.0;Obsoleto;4
BIO_819;217;139000;16/01/2016;16/03/2016;7000;9.8;5;93.7;Proximo a obsoleto;3
BIO_820;213;185000;22/03/2019;18/05/2019;9000;6.6;5;81.2;Proximo a obsoleto;1
BIO_821;210;145000;08/08/2018;11/09/2018;7000;7.2;5;87.5;Proximo a obsoleto;2
BIO_822;210;215000;23/10/2021;07/12/2021;52000;4.0;5;66.2;Envejeciendo;1
BIO_823;210;249000;17/04/2022;29/05/2022;80000;3.6;5;72.5;Envejeciendo;3
BIO_824;210;124000;02/02/2015;16/03/2015;6000;10.8;5;100.0;Obsoleto;4
BIO_825;210;174000;12/04/2021;26/05/2021;23000;4.6;5;87.5;Proximo a obsoleto;3
BIO_826;214;136000;21/01/2013;19/03/2013;7000;12.8;5;75.0;Proximo a obsoleto;0
BIO_827;220;229000;13/01/2021;11/03/2021;22000;4.8;5;71.3;Envejeciendo;0
BIO_828;223;217000;27/12/2024;07/02/2025;183000;0.8;5;18.7;Vigente;1
BIO_829;224;4473000;02/10/2017;16/11/2017;1040000;8.1;10;73.1;Envejeciendo;2
BIO_830;225;5068000;13/05/2019;22/06/2019;1939000;6.5;10;73.7;Envejeciendo;4
BIO_831;224;5984000;20/11/2023;14/01/2024;4893000;1.9;10;26.9;En uso normal;2
BIO_832;226;6208000;12/01/2014;14/02/2014;310000;11.8;10;93.8;Proximo a obsoleto;3
BIO_833;227;9145000;15/10/2015;13/12/2015;457000;10.0;10;81.2;Proximo a obsoleto;1
BIO_834;229;14875000;29/03/2023;28/04/2023;11102000;2.7;10;38.8;En uso normal;3
BIO_835;228;9916000;17/12/2015;13/02/2016;656000;9.8;10;86.2;Proximo a obsoleto;2
BIO_836;230;8486000;23/02/2019;27/03/2019;3044000;6.8;10;63.1;Envejeciendo;2
BIO_837;464;3311000;07/11/2014;18/12/2014;166000;11.0;10;81.2;Proximo a obsoleto;1
BIO_838;235;302000;21/11/2021;10/01/2022;77000;3.9;5;71.3;Envejeciendo;2
BIO_839;235;391000;18/08/2022;07/10/2022;156000;3.2;5;47.5;En uso normal;0
BIO_840;235;206000;09/01/2013;14/02/2013;10000;12.8;5;93.8;Proximo a obsoleto;3
BIO_841;235;235000;24/12/2015;10/02/2016;12000;9.8;5;81.2;Proximo a obsoleto;1
BIO_842;235;380000;25/12/2022;24/01/2023;169000;2.9;5;43.8;En uso normal;0
