ID;ID_ORIGINAL;ID_EQUIPO;EQUIPO;MARCA;MODELO;SERIE;ACTIVO_FIJO;AREA;UBICACION;REGISTRO_SANITARIO;CLASIFICACION_RIESGO;ESTADO;PROPIETARIO_EQUIPO;ENCARGADO_MTTO_MP;PERIODICIDAD_MP
943;944;285;Lampara Cuello de Cisne;Welch Allyn;GS300;N.I;V10939;Laboratorio;Toma de Muestras IPS Tequendama;INVIMA 2023DM-0009826-R1;CLASE I;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
944;945;282;Lampara Cuello de Cisne;Generico;Generico;V111509;V111509;Biomedico;Bodega de Biomedico;INVIMA 2023DM-0009826-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
945;946;287;Lampara de Fototerapia;General Electric;Lullaby LED;SGT22390005PA;N8719;Biomedico;Bodega de Biomedico;2019EBC-0003050-R1;CLASE IIB;BAJA;Cosmitet Ltda.;G Barco;SEMESTRAL
946;947;287;Lampara de Fototerapia;General Electric;Lullaby LED;SGT22390012PA;N8720;Biomedico;Bodega de Biomedico;2019EBC-0003050-R1;CLASE IIB;BAJA;Cosmitet Ltda.;G Barco;SEMESTRAL
947;948;288;Laringoscopio;ADC;N.I;CRG-L005;N.I;Cirugia;Recuperacion;2018DM-0018133;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
948;949;290;Laringoscopio;Welch Allyn;60300;CRG-L002;N.I;Cirugia;Sala 2;2018DM-0018133;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
949;950;291;Laringoscopio;Welch Allyn;60813;CRG-L003;V115290;Cirugia;Sala 3;2018DM-0018133;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
950;951;291;Laringoscopio;Welch Allyn;60813;CRG-L004;N.I;Cirugia;Sala 4;2018DM-0018133;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
951;952;295;Laringoscopio;Welch Allyn;n.i;60813;N.I;Hospitalizacion;Carro de paro #8;2018DM-0018133;No especifica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
952;953;293;Laringoscopio;Welch Allyn;6300;n.i;N.I;Hospitalizacion;cuarto de rehabilitacion;2018DM-0018133;No especifica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
953;954;295;Laringoscopio;Welch Allyn;n.i;60813;N.I;Hospitalizacion;cuarto de rehabilitacion;2018DM-0018133;No especifica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
954;955;291;Laringoscopio;Welch Allyn;60813;N.I.;N6843;UCI 2;No especifica;2018DM-0018133;No especifica;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;N/A
955;956;291;Laringoscopio;Welch Allyn;60813;UR-001;N.I;Unidad Renal;Carro de paro;2018DM-0018133;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
956;957;291;Laringoscopio;Welch Allyn;60813;CRG-L006;N10196;Cirugia;Carro de Paro;2018DM-0018133;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
957;958;290;Laringoscopio;Welch Allyn;60300;n.i;N.I;Urgencias;Reanimacion;2018DM-0018133;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
958;959;290;Laringoscopio;Welch Allyn;60300;n.i;N.I;Urgencias;Reanimacion;2018DM-0018133;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
959;960;289;Laringoscopio;Estainless;NI;CRG-L001;N.I;Cirugia;Sala 1;2018DM-0018133;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
960;961;294;Laringoscopio;Welch Allyn;No especifica;No especifica;No especifica;Biomedico;No especifica;2018DM-0018133;No especifica;DISPONIBLE;No especifica;No especifica;No especifica
961;962;292;Laringoscopio;Welch Allyn;60814;ONC-L01;N.I.;Oncologia;No especifica;2018DM-0018133;No especifica;DISPONIBLE;No especifica;No especifica;No especifica
962;963;296;Laser;Boston Scientific;Auriga 30;21304813;N3699;Cirugia;Cuarto de equipos;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
963;964;297;Lector de tarjetas;Bio-Rad;BANJO TECHNO LYRA;4443;N.I;Banco de Sangre;Inmunohematologia;No especifica;No especifica;DISPONIBLE;Biocientifica;Biocientifica;SEMESTRAL
964;965;298;Limpiador a Vapor;Elma;Elmasteam 8 med;S1000044428;N9253;Central de Esterilizacion;Area de lavado;N.A;No Aplica;FUERA DE SERVICIO;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
965;966;299;Manometro;ACARE;VSC-102;1621255;N.I;Hospitalizacion;Carro de paro 5 piso norte;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
966;967;301;Manta Termica;Covidien;WarmTouch;SP22080210;N7996;Cirugia;Sala 1;2016DM-0000253-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
967;968;301;Manta Termica;Covidien;WarmTouch;SP22080211;N7998;Cirugia;Sala 2;2016DM-0000253-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
968;969;301;Manta Termica;Covidien;WarmTouch;SP22080085;N7995;Cirugia;Sala 3;2016DM-0000253-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
969;970;301;Manta Termica;Covidien;WarmTouch;SP22080084;N7997;Cirugia;Sala 4;2016DM-0000253-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
970;971;301;Manta Termica;Covidien;WarmTouch;SP22070031;N7682;Cirugia;Recuperacion;2016DM-0000253-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
971;972;302;Manta Termica;Nellcor;WarmTouch;CI0613S011;N.I;Cirugia;Recuperacion;2016DM-0000253-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
972;973;302;Manta Termica;Nellcor;WarmTouch;CI0613S012;V114121;Cirugia;Recuperacion;2016DM-0000253-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
973;974;300;Manta Termica;Celsius medical;Calima 12;220801487;N11412;UCI 1;UCI 2;No especifica;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
974;975;304;Maquina de Aferesis;Trima accel;Cardian BCT;1T04751;N738;Banco de Sangre;Sala de Aferesis;2016DM-0000253-R2;No especifica;DISPONIBLE;Terumo;Terumo;SEMESTRAL
975;976;305;Maquina de Anestesia;Datex Ohmeda;Aisys;ANAR05530;N.I;Cirugia;Sala 1;2019EBC-0001418-R1;No especifica;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
976;977;307;Maquina de Anestesia;Datex Ohmeda;S/5 Aespire;AMXG01115;AF30969;Cirugia;Sala 3;2019EBC-0001418-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
977;978;307;Maquina de Anestesia;Datex Ohmeda;S/5 Aespire;AMXG01117;AF30984;Cirugia;Sala 2;2019EBC-0001418-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
978;979;307;Maquina de Anestesia;Datex Ohmeda;S/5 Aespire;AMXH01534;V108160;Cirugia;Sala 4;2019EBC-0001418-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
979;980;306;Maquina de Anestesia;Datex Ohmeda;Modulus;ABLL0352;N.I;Gastroscopia;Sala de procedimientos;2019EBC-0001418-R1;No especifica;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
980;981;308;Maquina de Anestesia;Mindray;Wato EX-65 PRO;AT5-29001330;N.I;Hemodinamia;Quirofano;2019EBC-0001418-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
981;982;308;Maquina de Anestesia;Mindray;Wato EX-65 PRO;AT3-43004916;N11628;Cirugia;Quirofano;2019EBC-0001418-R2;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
982;983;309;Maquina de Dialisis Peritoneal;Baxter;HOMECHOICE CLARIA;AK060508;AB:75706;Unidad Renal;Sala de dialisis peritonial;2019EBC-0001418-R2;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
983;984;309;Maquina de Dialisis Peritoneal;Baxter;HOMECHOICE CLARIA;1904068402;AB:75793;Unidad Renal;Oficina medica;2019EBC-0001418-R3;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
984;985;310;Maquina de Hemodialisis;Baxter;AK98;1904068402;N5548 / #2;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
985;986;310;Maquina de Hemodialisis;Baxter;AK98;AK060049;N5553 / #1;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
986;987;310;Maquina de Hemodialisis;Baxter;AK98;AK059328;N.A / 12;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
987;988;310;Maquina de Hemodialisis;Baxter;AK98;AK059324;N.A / #11;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
988;989;310;Maquina de Hemodialisis;Baxter;AK98;AK060510;N.A / #7;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
989;990;310;Maquina de Hemodialisis;Baxter;AK98;20102;N.I;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
990;991;310;Maquina de Hemodialisis;Baxter;AK98;AK060513;N.I;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
991;992;310;Maquina de Hemodialisis;Baxter;AK98;AK060045;N5552 / #8;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
992;993;310;Maquina de Hemodialisis;Baxter;AK98;AK054982;N5549 / #5;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
993;994;310;Maquina de Hemodialisis;Baxter;AK98;AK060034;N5547 / #3;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
994;995;310;Maquina de Hemodialisis;Baxter;AK98;AK056076;N5546 / #10;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
995;996;310;Maquina de Hemodialisis;Baxter;AK98;AK060511;N.A / #13;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;N/A
996;997;310;Maquina de Hemodialisis;Baxter;AK98;AK056074;N5551 / #6;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
997;998;310;Maquina de Hemodialisis;Baxter;AK98;AK059322;N.A / #14;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
998;999;310;Maquina de Hemodialisis;Baxter;AK98;AK054486;N5550 / #4;Unidad Renal;Sala de hemodialisis;2020EBC-0003819-R1;No especifica;DISPONIBLE;Baxter;Baxter;ANUAL
999;1000;303;Maquina Extracorporea;Terumo;9000 perfusion System;144300;1015000482;Cirugia;Sala 1;INVIMA 2020EBC-0005399-R1;No especifica;DISPONIBLE;Cosmitet Ltda.;Arrow;SEMESTRAL
1000;1001;315;Marcapasos;Pace medical;EV4543;CVB1347;AF30669;Hemodinamia;Estacion de control;INVIMA V-003795;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1001;1002;313;Marcapasos;Medtronic;5388;PFG006527P;N.I;UCI 1;ESTACION DE ENFERMETIA;INVIMA V-003795;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1002;1003;313;Marcapasos;Medtronic;5388;PFG034436P;V116560;UCI 1;ESTACION DE ENFERMETIA;INVIMA V-003795;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1003;1004;311;Marcapasos;Mectronic;5388;pfg100244r;1017000002;UCI 1;UCI 1;No especifica;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1004;1005;312;Marcapasos;Mectronic;5392;DJH049486P;N8714;Cirugia;Recuperacion;INVIMA V-003795;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;TRIMESTRAL
1005;1006;314;Marcapasos;Osypka;Pase 101 H;1508218;v116767;Urgencias;Reanimacion;INVIMA 2023EBC-0027844;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1006;1007;316;Mesa Basculante;Los pinos;systemm1;C392;N.I;Especialistas;Consultorio #13;INVIMA 2023EBC-0027845;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1007;1008;323;Mesa de traccion;Hillrom;No especifica;No especifica;N.I;Biomedico;No especifica;INVIMA 2023EBC-0027846;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1008;1009;317;Mesa Ginecologica;Shampaine;2605 NLB;DB9508004;2001000033;Partos;Quirofano;No especifica;No especifica;Mantenimiento;No especifica;Cosmitet Ltda.;ANUAL
1009;1010;322;Mesa Quirurgica;Steris;Amsco 3085 SP;B401702062;N.I;Cirugia;Sala 1;INVIMA 2023EBC-0027847;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1010;1011;320;Mesa Quirurgica;Skytron;3500B;3500B-1999-6-011;N.I;Cirugia;Cuarto de equipos;INVIMA 2023EBC-0027848;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1011;1012;321;Mesa Quirurgica;Steris;Amsco 3080;ETS03060;V114227;Cirugia;Cuarto de equipos;INVIMA 2023EBC-0027849;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1012;1013;319;Mesa Quirurgica;Hillrom;PST 300S;108340145;N8337;Cirugia;Sala 3;INVIMA 2023EBC-0027850;No especifica;DISPONIBLE;Cosmitet Ltda.;Baxter;ANUAL
1013;1014;318;Mesa Quirurgica;Hillrom;PST 300L;108340204;N.I;Cirugia;Sala 2;INVIMA 2023EBC-0027851;No especifica;DISPONIBLE;Cosmitet Ltda.;Baxter;ANUAL
1014;1015;318;Mesa Quirurgica;Hillrom;PST 300L;108340205;N.I;Cirugia;Sala 4;INVIMA 2023EBC-0027852;No especifica;DISPONIBLE;Cosmitet Ltda.;Baxter;ANUAL
1015;1016;324;Micromotor maxilofacial;NSK;SURGIC AP;D9405304;N2590;Central de Esterilizacion;Area de empaque;INVIMA 2023EBC-0027853;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1016;1017;336;Micropipeta;Thermo Fisher Scientific;10-100;DH35123;N712;Banco de Sangre;Inmunohematologia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1017;1018;337;Micropipeta;Thermo Fisher Scientific;100-1000;DH37667;N.I;Banco de Sangre;Inmunohematologia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1018;1019;327;Micropipeta;Bio-Rad;12,5 25, 50,;E16811291;N.I;Banco de Sangre;Inmunohematologia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1019;1020;326;Micropipeta;BIOHIT;5-50;9096000;N.I;Laboratorio;Regionales (Microelisa);INVIMA 2014DM-0011567;No especifica;DISPONIBLE;ANNAR;SUKHI;ANUAL
1020;1021;325;Micropipeta;BIOHIT;10;AT02348;N.I;Laboratorio;Oficina jefe;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1021;1022;329;Micropipeta;Boeco;1000;ME906973;N.I.;Laboratorio;Oficina jefe;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1022;1023;328;Micropipeta;Boeco;100-1000;ME905742;N.I;Laboratorio;Quimica;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1023;1024;328;Micropipeta;Boeco;100-1000;MH923516;N1075;Laboratorio;Oficina jefe;INVIMA 2014DM-0011567;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1024;1025;330;Micropipeta;Boeco;500;LK679499;N1076;Laboratorio;Quimica;INVIMA 2014DM-0011567;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1025;1026;331;Micropipeta;Brand;10;08R5428;N.I;Laboratorio;Quimica;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1026;1027;331;Micropipeta;Brand;10;11S3336;N1077;Laboratorio;Quimica;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1027;1028;333;Micropipeta;Brand;5-50;18M80031;1053000012;Laboratorio;Microbiologia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1028;1029;332;Micropipeta;Brand;100-1000;09J44538;N.I;Laboratorio;Regionales (Microelisa);INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1029;1030;332;Micropipeta;Brand;100-1000;24E97388;N.I;Laboratorio;Laboratorio;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1030;1031;332;Micropipeta;Brand;100-1000;24E97387;N.I;Laboratorio;Laboratorio;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1031;1032;334;Micropipeta;FINNPIPETTE;200;N35371;1053000002;Laboratorio;Microbiologia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1032;1033;335;Micropipeta;FINNPIPETTE;50;T07974;N.I;Laboratorio;Quimica;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1033;1034;338;Micropipeta;VITEK;145 (V1221);8026059;1053000004;Laboratorio;Microbiologia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1034;1035;339;Micropipeta;VITEK;280 (V1222);8038407;1053000006;Laboratorio;Microbiologia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1035;1036;342;Microscopio;REICHERT;310;50149;AF30059;Banco de Sangre;Inmunohematologia;No aplica (ACTA No. 07 Junio 10 de 2009);No Aplica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1036;1037;340;Microscopio;Olympus;CX31RBSFA;1G14093;V109885;Laboratorio;Urgencias Microscopia;INVIMA 2014DM-0011567;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1037;1038;340;Microscopio;Olympus;CX31RBSFA;1G14089;V109884;Laboratorio;ORINAS;INVIMA 2014DM-0011568;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1038;1039;341;Microscopio;Olympus;CX43RF;9J52294 201909;N3079;Laboratorio;Urgencias Microscopia;INVIMA 2014DM-0011569;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1039;1040;340;Microscopio;Olympus;CX31RBSFA;1F59766;V109883;Laboratorio;Patologia;INVIMA 2014DM-0011570;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1040;1041;343;Microscopio Quirurgico;Carl Zeiss;S7;6628161662;N.I;Cirugia;Cuarto de equipos;INVIMA 2014DM-0011571;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1041;1042;344;Microscopio Quirurgico;Carl Zeiss;S88;6629121065;N.I;Cirugia;Cuarto de equipos;INVIMA 2014DM-0011572;No especifica;DISPONIBLE;Cosmitet Ltda.;SUKHI;ANUAL
1042;1043;346;Modulo de inmunologia;COBAS;COBAS E601;26F0-23;N.I;Laboratorio;Inmunologia;INVIMA 2018DM-0019105;No especifica;DISPONIBLE;Cosmitet Ltda.;Roche;SEMESTRAL
1043;1044;345;Modulo de Quimica;COBAS;COBAS C 501;14D0-14;N.I;Laboratorio;Quimica;INVIMA 2018DM-0019105;No especifica;DISPONIBLE;Roche;Roche;SEMESTRAL
1044;1045;347;Monitor Fetal;BioCare;IC60;L8312015040008;V116493;Urgencias;Observacion;INVIMA 2014DM-0011575;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;ANUAL
1045;1046;348;Monitor Grado Medico;Conmed;HD1080p LED;D32120300021;N.I;Cirugia;Cuarto de equipos;INVIMA 2014DM-0011576;No especifica;DISPONIBLE;Cosmitet Ltda.;No especifica;SEMESTRAL
1046;1047;352;Monitor Grado Medico;Stryker;21¨ Visionelect;SVE218J0066;N810;Gastroscopia;Sala de procedimientos (torre 190);INVIMA 2014DM-0011577;No especifica;DISPONIBLE;Cosmitet Ltda.;Biomeg;SEMESTRAL
1047;1048;351;Monitor Grado Medico;Olympus;OEV191;7615537;N.I;Gastroscopia;Sala de procedimientos (torre 180);INVIMA 2014DM-0011578;No especifica;DISPONIBLE;Cosmitet Ltda.;Biomeg;SEMESTRAL
1048;1049;350;Monitor Grado Medico;NDS;SC-WU24-A1511;19-305583;N8815-3;Gastroscopia;Sala de procedimientos;INVIMA 2014DM-0011579;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1049;1050;349;Monitor Grado Medico;Karl Storz;SC-WU26-A1511;12-213-210;N.I;Cirugia;Cuarto de equipos;INVIMA 2014DM-0011580;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1050;1051;359;Monitor Multiparametrico;BioCare;IM12;C520030035;N.I;Cirugia;Sala 1;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1051;1052;359;Monitor Multiparametrico;BioCare;IM12;6114110314;N.I;Cirugia;Recuperacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1052;1053;360;Monitor Multiparametrico;BioCare;IM15;C515070046;V116821;Cirugia;Recuperacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1053;1054;364;Monitor Multiparametrico;Edan;IM8;360001-M20507020119;N3204;Cirugia;Recuperacion;INVIMA 2021EBC-0006222-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1054;1055;354;Monitor Multiparametrico;BioCare;BM9000S;1309110520;V106758;Hospitalizacion;Carro de paro 5° Piso;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1055;1056;360;Monitor Multiparametrico;BioCare;IM15;7115030182;V116019;Cirugia;Sala 2;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1056;1057;359;Monitor Multiparametrico;BioCare;IM12;C516050146;N527;Cirugia;Sala 3;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1057;1058;359;Monitor Multiparametrico;BioCare;IM12;C520030025;N.I;Cirugia;Recuperacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1058;1059;360;Monitor Multiparametrico;BioCare;IM15;C515070043;V116820;Cirugia;Recuperacion;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1059;1060;369;Monitor Multiparametrico;Mindray;Imec10;EX-3B012021;N.I;Cirugia;Sala 3;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1060;1061;366;Monitor Multiparametrico;General Electric;B105M;SR623030012SA;N9246;UCI 2;CUBICULO 27;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1061;1062;372;Monitor Multiparametrico;Vita life;GT-8000L;1206L036;V111955;Especialistas;Consultorio #13;INVIMA 2021EBC-0006420-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1062;1063;369;Monitor Multiparametrico;Mindray;Imec10;EX-42014635;V114145;Gastroscopia;Sala de procedimientos;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1063;1064;368;Monitor Multiparametrico;Mindray;IMEC 10;EX42014661;N.I;Hemodinamia;Quirofano;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1064;1065;356;Monitor Multiparametrico;BioCare;IM 15;C515100175;N153;Cirugia;Quirofano;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1065;1066;369;Monitor Multiparametrico;Mindray;Imec10;EX42014633;V114452;Hospitalizacion;carro de paro #8;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1066;1067;365;Monitor Multiparametrico;Edan;im8;360001-k21200010053;N3282;Hospitalizacion;Estacion de enfermeria 4 sur;INVIMA 2021EBC-0006222-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1067;1068;369;Monitor Multiparametrico;Mindray;Imec10;EX36007005;V114457;Hospitalizacion;Carro de paro 5 piso norte;INVIMA 2019EBC-0003486-R1;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1068;1069;359;Monitor Multiparametrico;BioCare;IM12;3413080308;V112815;Hospitalizacion;Carro de paro #6;INVIMA 2010EBC-0006587;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1069;1070;367;Monitor Multiparametrico;Medrad;Veris 8600;15715;N.I;Imagenes Diagnosticas;Resonancia;INVIMA 2009EBC-0004285;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1070;1071;366;Monitor Multiparametrico;General Electric;B105M;SR22360002SA;N8404;Imagenes Diagnosticas;Tomografia;2019EBC-0001978-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;SEMESTRAL
1071;1072;370;Monitor Multiparametrico;Mindray;iMEC10;Ex-42014640;V114458;Oncologia;Sala de quimioterapia;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
1072;1073;370;Monitor Multiparametrico;Mindray;iMEC10;Ex-42014657;V114456;Oncologia;Sala de quimioterapia;INVIMA 2019EBC-0003486-R1;CLASE IIB;DISPONIBLE;Cosmitet Ltda.;SUKHI;SEMESTRAL
